episode	scene	segment	onset	offset	duration	descriptor	caption	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	ONbond_end	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Pheob_Rach	loc_coffeeshop	loc_outside	loc_other
s1e23b	1	1	0.0	34.0	34.0	end of previous		False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s1e23b	1	2	34.0	40.0	6.0	J comes out of the doctor's room and says : I had a baby !		False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s1e23b	2	3	40.0	44.0	4.0	transition		False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s1e23b	3	4	44.0	113.0	69.0	Ra is put off by what the Dr is like nobody		False	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	4	5	113.0	118.0	5.0	J bought gifts to mark the birth of the woman's baby		True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s1e23b	4	6	118.0	177.0	59.0	J listens at the door		False	False	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	5	7	177.0	263.0	86.0	R still tries to open the door		True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	6	8	263.0	301.0	38.0	Carol is surrounded by guys to support her		True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	7	9	301.0	340.0	39.0	R w Susan try to get Pb through the vent		True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	7	10	340.0	351.0	11.0	the concierge finally opens the door and R w Susan runs out and leaves Pb in the ventilation		False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	8	11	351.0	385.0	34.0	the nurse removes everyone who does not have to be there from the room		True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	8	12	385.0	444.0	59.0	R describes in detail the arrival of the baby		False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s1e23b	8	13	444.0	451.0	7.0	Pb in the vent managed to get above Susan's delivery room		False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	9	14	451.0	480.0	29.0	Parents decide to name baby Ben		False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	9	15	480.0	553.0	73.0	the guys come to greet the newborn of R w Carol-Susan		False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s1e23b	10	16	553.0	589.0	36.0	R talks to Ben		True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	10	17	589.0	599.0	10.0	C also talks to Ben		False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	10	18	599.0	642.0	43.0	the guys surround Ben's basinette to watch him		False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s1e23b	10	19	642.0	647.0	5.0	Ra offers the others to go get a coffee...		False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s1e23b	10	20	647.0	680.0	33.0	...but they quickly come back to continue admiring Ben !		False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
