episode	scene	segment	onset	offset	duration	descriptor	caption	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	ONbond_end	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Pheob_Rach	loc_coffeeshop	loc_outside	loc_other
s4e10a	1	1	0.0	65.0	65.0		Ross raconte qu'il revient d'une date qu'il a rencontré dans le train, mais que celle-ci demeure loin de chez lui.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False
s4e10a	2	2	65.0	72.0	7.0	theme song	chanson thème	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
s4e10a	3	3	72.0	74.0	2.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e10a	4	4	74.0	165.0	91.0		Chandler propose à Rachel de lui organiser une date.	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s4e10a	4	5	165.0	276.0	111.0		L'équipe de travail de Monica fait tout pour qu'elle quitte son poste et la gang lui propose de tous les congédier puisqu'elle est la patronne ; Mais propose à Joey de devenir serveur puis de le congédier pour donner l'exemple. 	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s4e10a	5	6	276.0	280.0	4.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e10a	6	7	280.0	362.0	82.0		Chandler demande à son collègue s'il veut sortir avec Rachel et un autre se propose en lui offrant des faveurs.	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e10a	7	8	362.0	367.0	5.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e10a	8	9	367.0	434.0	67.0		Phoebe a composé une chanson de Noël avec tous les prénoms de la gang.	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s4e10a	8	10	434.0	507.0	73.0		Chandler dit à Rachel qu'il a trouvé plusieurs de ses collègues qui sont prêts à sortir avec elle.	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s4e10a	8	11	507.0	525.0	18.0		Monica se pratique avec Joey avant de partir au travail pour se montrer autoritaire auprès de son équipe de travail et le congédier.	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s4e10a	9	12	525.0	529.0	4.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e10a	10	13	529.0	588.0	59.0		Ross va à une date où la femme ne l'intéresse pas du tout, mais elle demeure plus proche de chez lui que l'autre.	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s4e10a	10	14	588.0	596.0	8.0		Joey réalise qu'il est en retard à son travail.	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s4e10a	11	15	596.0	599.0	3.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e10a	12	16	599.0	624.0	25.0		Joey fait croire à Monica que son jacket brûle encore pour lui toucher la poitrine.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e10a	13	17	624.0	661.0	37.0		Rachel est furieuse contre Chandler parce qu'il leur a dit qu'elle voulait seulement flirter.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False
